uuid,title,item_type,series,year,month,raw_row_number,candidate_key,source_url_veritas,year_source_type,year_source_detail
19,The Nature of Divinity vs Religious Fallacy,lecture,The Way to God,2002,07,25,,https://veritaspub.com/product/2002-07-the-nature-of-divinity-vs-religious-fallacy-jul-2002/,ledger_user_input,ledger raw_row 25 proposed_year=2002 proposed_month=07
20,The Nature of Divinity vs Religious Fallacy,lecture,The Way to God,2002,07,26,,https://veritaspub.com/product/2002-07-the-nature-of-divinity-vs-religious-fallacy-jul-2002/,ledger_user_input,ledger raw_row 26 proposed_year=2002 proposed_month=07
21,The Nature of Divinity vs Religious Fallacy,lecture,The Way to God,2002,07,27,,https://veritaspub.com/product/2002-07-the-nature-of-divinity-vs-religious-fallacy-jul-2002/,ledger_user_input,ledger raw_row 27 proposed_year=2002 proposed_month=07
22,Advaita: The Way to God Through Mind,lecture,The Way to God,2002,08,28,,https://veritaspub.com/product/2002-08-advaita-the-way-to-god-through-mind/,ledger_user_input,ledger raw_row 28 proposed_year=2002 proposed_month=
23,Advaita: The Way to God Through Mind,lecture,The Way to God,2002,08,29,,https://veritaspub.com/product/2002-08-advaita-the-way-to-god-through-mind/,ledger_user_input,ledger raw_row 29 proposed_year=2002 proposed_month=
24,Advaita: The Way to God Through Mind,lecture,The Way to God,2002,08,30,,https://veritaspub.com/product/2002-08-advaita-the-way-to-god-through-mind/,ledger_user_input,ledger raw_row 30 proposed_year=2002 proposed_month=
25,Devotion: The Way to God Through the Heart,lecture,The Way to God,2002,09,31,,https://veritaspub.com/product/2002-09-devotion-the-way-to-god-through-the-heart-sept-2002/,ledger_user_input,ledger raw_row 31 proposed_year=2002 proposed_month=09
26,Devotion: The Way to God Through the Heart,lecture,The Way to God,2002,09,32,,https://veritaspub.com/product/2002-09-devotion-the-way-to-god-through-the-heart-sept-2002/,ledger_user_input,ledger raw_row 32 proposed_year=2002 proposed_month=09
27,Devotion: The Way to God Through the Heart,lecture,The Way to God,2002,09,33,,https://veritaspub.com/product/2002-09-devotion-the-way-to-god-through-the-heart-sept-2002/,ledger_user_input,ledger raw_row 33 proposed_year=2002 proposed_month=09
28,Karma and the Afterlife,lecture,The Way to God,2002,10,34,,https://veritaspub.com/product/2002-10-karma-and-the-afterlife-oct-2002-streaming/,ledger_user_input,ledger raw_row 34 proposed_year=2002 proposed_month=10
29,Karma and the Afterlife,lecture,The Way to God,2002,10,35,,https://veritaspub.com/product/2002-10-karma-and-the-afterlife-oct-2002-streaming/,ledger_user_input,ledger raw_row 35 proposed_year=2002 proposed_month=10
30,Karma and the Afterlife,lecture,The Way to God,2002,10,36,,https://veritaspub.com/product/2002-10-karma-and-the-afterlife-oct-2002-streaming/,ledger_user_input,ledger raw_row 36 proposed_year=2002 proposed_month=10
31,God: Transcendent and Immanent,lecture,The Way to God,2002,11,37,,https://veritaspub.com/product/2002-11-god-transcendent-and-immanent-nov-2002/,ledger_user_input,ledger raw_row 37 proposed_year=2002 proposed_month=11
32,God: Transcendent and Immanent,lecture,The Way to God,2002,11,38,,https://veritaspub.com/product/2002-11-god-transcendent-and-immanent-nov-2002/,ledger_user_input,ledger raw_row 38 proposed_year=2002 proposed_month=11
33,God: Transcendent and Immanent,lecture,The Way to God,2002,11,39,,https://veritaspub.com/product/2002-11-god-transcendent-and-immanent-nov-2002/,ledger_user_input,ledger raw_row 39 proposed_year=2002 proposed_month=11
34,Realization of the Self: The Final Moments,lecture,The Way to God,2002,12,40,,https://veritaspub.com/product/2002-12-realization-of-the-self-the-final-moments-dec-2002/,ledger_user_input,ledger raw_row 40 proposed_year=2002 proposed_month=12
35,Realization of the Self: The Final Moments,lecture,The Way to God,2002,12,41,,https://veritaspub.com/product/2002-12-realization-of-the-self-the-final-moments-dec-2002/,ledger_user_input,ledger raw_row 41 proposed_year=2002 proposed_month=12
36,Realization of the Self: The Final Moments,lecture,The Way to God,2002,12,42,,https://veritaspub.com/product/2002-12-realization-of-the-self-the-final-moments-dec-2002/,ledger_user_input,ledger raw_row 42 proposed_year=2002 proposed_month=12
37,Integration of Spirituality and Personal Life,lecture,Devotional Nonduality,2003,02,46,,https://veritaspub.com/product/2003-02-integration-of-spirituality-and-personal-life-feb-2003/,ledger_user_input,ledger raw_row 46 proposed_year=2003 proposed_month=02
38,Integration of Spirituality and Personal Life,lecture,Devotional Nonduality,2003,02,47,,https://veritaspub.com/product/2003-02-integration-of-spirituality-and-personal-life-feb-2003/,ledger_user_input,ledger raw_row 47 proposed_year=2003 proposed_month=02
39,Integration of Spirituality and Personal Life,lecture,Devotional Nonduality,2003,02,48,,https://veritaspub.com/product/2003-02-integration-of-spirituality-and-personal-life-feb-2003/,ledger_user_input,ledger raw_row 48 proposed_year=2003 proposed_month=02
40,Spirituality and the World,lecture,Devotional Nonduality,2003,04,49,,https://veritaspub.com/product/2003-04-spirituality-and-the-world-april-2003/,ledger_user_input,ledger raw_row 49 proposed_year=2003 proposed_month=04
41,Spirituality and the World,lecture,Devotional Nonduality,2003,04,50,,https://veritaspub.com/product/2003-04-spirituality-and-the-world-april-2003/,ledger_user_input,ledger raw_row 50 proposed_year=2003 proposed_month=04
42,Spirituality and the World,lecture,Devotional Nonduality,2003,04,51,,https://veritaspub.com/product/2003-04-spirituality-and-the-world-april-2003/,ledger_user_input,ledger raw_row 51 proposed_year=2003 proposed_month=04
43,Spiritual Community,lecture,Devotional Nonduality,2003,06,52,,https://veritaspub.com/product/2003-06-spiritual-community-june-2003/,ledger_user_input,ledger raw_row 52 proposed_year=2003 proposed_month=06
44,Spiritual Community,lecture,Devotional Nonduality,2003,06,53,,https://veritaspub.com/product/2003-06-spiritual-community-june-2003/,ledger_user_input,ledger raw_row 53 proposed_year=2003 proposed_month=06
45,Spiritual Community,lecture,Devotional Nonduality,2003,06,54,,https://veritaspub.com/product/2003-06-spiritual-community-june-2003/,ledger_user_input,ledger raw_row 54 proposed_year=2003 proposed_month=06
46,Enlightenment,lecture,Devotional Nonduality,2003,08,55,,https://veritaspub.com/product/2003-08-enlightenment-august-2003/,ledger_user_input,ledger raw_row 55 proposed_year=2003 proposed_month=08
47,Enlightenment,lecture,Devotional Nonduality,2003,08,56,,https://veritaspub.com/product/2003-08-enlightenment-august-2003/,ledger_user_input,ledger raw_row 56 proposed_year=2003 proposed_month=08
48,Enlightenment,lecture,Devotional Nonduality,2003,08,57,,https://veritaspub.com/product/2003-08-enlightenment-august-2003/,ledger_user_input,ledger raw_row 57 proposed_year=2003 proposed_month=08
49,Realization of the Self as the 'I',lecture,Devotional Nonduality,2003,11,58,,https://veritaspub.com/product/2003-11-realization-of-the-self-as-the-i-nov-2003/,ledger_user_input,ledger raw_row 58 proposed_year=2003 proposed_month=11
50,Realization of the Self as the 'I',lecture,Devotional Nonduality,2003,11,59,,https://veritaspub.com/product/2003-11-realization-of-the-self-as-the-i-nov-2003/,ledger_user_input,ledger raw_row 59 proposed_year=2003 proposed_month=11
51,Realization of the Self as the 'I',lecture,Devotional Nonduality,2003,11,60,,https://veritaspub.com/product/2003-11-realization-of-the-self-as-the-i-nov-2003/,ledger_user_input,ledger raw_row 60 proposed_year=2003 proposed_month=11
52,"Dialogue, Questions, and Answers",lecture,Devotional Nonduality,2003,12,61,,https://veritaspub.com/product/dialogue-questions-and-answers-dec-2003/,ledger_user_input,ledger raw_row 61 proposed_year=2003 proposed_month=12
53,"Dialogue, Questions, and Answers",lecture,Devotional Nonduality,2003,12,62,,https://veritaspub.com/product/dialogue-questions-and-answers-dec-2003/,ledger_user_input,ledger raw_row 62 proposed_year=2003 proposed_month=12
54,"Dialogue, Questions, and Answers",lecture,Devotional Nonduality,2003,12,63,,https://veritaspub.com/product/dialogue-questions-and-answers-dec-2003/,ledger_user_input,ledger raw_row 63 proposed_year=2003 proposed_month=12
55,Thought and Ideation,lecture,Transcending the Mind,2004,02,66,,https://veritaspub.com/product/2004-02-thought-and-ideation-feb-2004/,ledger_user_input,ledger raw_row 66 proposed_year=2004 proposed_month=02
56,Thought and Ideation,lecture,Transcending the Mind,2004,02,67,,https://veritaspub.com/product/2004-02-thought-and-ideation-feb-2004/,ledger_user_input,ledger raw_row 67 proposed_year=2004 proposed_month=02
57,Thought and Ideation,lecture,Transcending the Mind,2004,02,68,,https://veritaspub.com/product/2004-02-thought-and-ideation-feb-2004/,ledger_user_input,ledger raw_row 68 proposed_year=2004 proposed_month=02
58,Emotions and Sensations,lecture,Transcending the Mind,2004,04,69,,https://veritaspub.com/product/2004-04-emotions-and-sensations-april-2004/,ledger_user_input,ledger raw_row 69 proposed_year=2004 proposed_month=04
59,Emotions and Sensations,lecture,Transcending the Mind,2004,04,70,,https://veritaspub.com/product/2004-04-emotions-and-sensations-april-2004/,ledger_user_input,ledger raw_row 70 proposed_year=2004 proposed_month=04
60,Emotions and Sensations,lecture,Transcending the Mind,2004,04,71,,https://veritaspub.com/product/2004-04-emotions-and-sensations-april-2004/,ledger_user_input,ledger raw_row 71 proposed_year=2004 proposed_month=04
61,Perception and Positionality,lecture,Transcending the Mind,2004,06,72,,https://veritaspub.com/product/2004-06-perception-and-positionality-june-2004/,ledger_user_input,ledger raw_row 72 proposed_year=2004 proposed_month=06
62,Perception and Positionality,lecture,Transcending the Mind,2004,06,73,,https://veritaspub.com/product/2004-06-perception-and-positionality-june-2004/,ledger_user_input,ledger raw_row 73 proposed_year=2004 proposed_month=06
63,Perception and Positionality,lecture,Transcending the Mind,2004,06,74,,https://veritaspub.com/product/2004-06-perception-and-positionality-june-2004/,ledger_user_input,ledger raw_row 74 proposed_year=2004 proposed_month=06
64,Identification and Illusion,lecture,Transcending the Mind,2004,08,75,,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,ledger_user_input,ledger raw_row 75 proposed_year=2004 proposed_month=08
65,Identification and Illusion,lecture,Transcending the Mind,2004,08,76,,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,ledger_user_input,ledger raw_row 76 proposed_year=2004 proposed_month=08
66,Identification and Illusion,lecture,Transcending the Mind,2004,08,77,,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,ledger_user_input,ledger raw_row 77 proposed_year=2004 proposed_month=08
67,Witnessing and Observing,lecture,Transcending the Mind,2004,10,78,,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,ledger_user_input,ledger raw_row 78 proposed_year=2004 proposed_month=10
68,Witnessing and Observing,lecture,Transcending the Mind,2004,10,79,,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,ledger_user_input,ledger raw_row 79 proposed_year=2004 proposed_month=10
69,Witnessing and Observing,lecture,Transcending the Mind,2004,10,80,,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,ledger_user_input,ledger raw_row 80 proposed_year=2004 proposed_month=10
70,The Ego and The Self,lecture,Transcending the Mind,2004,12,81,,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,ledger_user_input,ledger raw_row 81 proposed_year=2004 proposed_month=12
71,The Ego and The Self,lecture,Transcending the Mind,2004,12,82,,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,ledger_user_input,ledger raw_row 82 proposed_year=2004 proposed_month=12
72,The Ego and The Self,lecture,Transcending the Mind,2004,12,83,,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,ledger_user_input,ledger raw_row 83 proposed_year=2004 proposed_month=12
73,Vision,lecture,Nonduality Intensive,2005,02,85,,https://veritaspub.com/product/vision-feb-2005/,ledger_user_input,ledger raw_row 85 proposed_year=2005 proposed_month=02
74,Vision,lecture,Nonduality Intensive,2005,02,86,,https://veritaspub.com/product/vision-feb-2005/,ledger_user_input,ledger raw_row 86 proposed_year=2005 proposed_month=02
75,Vision,lecture,Nonduality Intensive,2005,02,87,,https://veritaspub.com/product/vision-feb-2005/,ledger_user_input,ledger raw_row 87 proposed_year=2005 proposed_month=02
76,Alignment,lecture,Nonduality Intensive,2005,04,88,,https://veritaspub.com/product/2005-04-alignment-apr-2005/,ledger_user_input,ledger raw_row 88 proposed_year=2005 proposed_month=04
77,Alignment,lecture,Nonduality Intensive,2005,04,89,,https://veritaspub.com/product/2005-04-alignment-apr-2005/,ledger_user_input,ledger raw_row 89 proposed_year=2005 proposed_month=04
78,Alignment,lecture,Nonduality Intensive,2005,04,90,,https://veritaspub.com/product/2005-04-alignment-apr-2005/,ledger_user_input,ledger raw_row 90 proposed_year=2005 proposed_month=04
79,Intention,lecture,Nonduality Intensive,2005,05,91,,https://veritaspub.com/product/2005-05-intention-may-2005/,ledger_user_input,ledger raw_row 91 proposed_year=2005 proposed_month=05
80,Intention,lecture,Nonduality Intensive,2005,05,92,,https://veritaspub.com/product/2005-05-intention-may-2005/,ledger_user_input,ledger raw_row 92 proposed_year=2005 proposed_month=05
81,Intention,lecture,Nonduality Intensive,2005,05,93,,https://veritaspub.com/product/2005-05-intention-may-2005/,ledger_user_input,ledger raw_row 93 proposed_year=2005 proposed_month=05
82,Transcending Barriers,lecture,Nonduality Intensive,2005,06,94,,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,ledger_user_input,ledger raw_row 94 proposed_year=2005 proposed_month=06
83,Transcending Barriers,lecture,Nonduality Intensive,2005,06,95,,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,ledger_user_input,ledger raw_row 95 proposed_year=2005 proposed_month=06
84,Transcending Barriers,lecture,Nonduality Intensive,2005,06,96,,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,ledger_user_input,ledger raw_row 96 proposed_year=2005 proposed_month=06
85,Conviction,lecture,Nonduality Intensive,2005,07,97,,https://veritaspub.com/product/2005-07-conviction-july-2005/,ledger_user_input,ledger raw_row 97 proposed_year=2005 proposed_month=07
86,Conviction,lecture,Nonduality Intensive,2005,07,98,,https://veritaspub.com/product/2005-07-conviction-july-2005/,ledger_user_input,ledger raw_row 98 proposed_year=2005 proposed_month=07
87,Conviction,lecture,Nonduality Intensive,2005,07,99,,https://veritaspub.com/product/2005-07-conviction-july-2005/,ledger_user_input,ledger raw_row 99 proposed_year=2005 proposed_month=07
88,Serenity,lecture,Nonduality Intensive,2005,08,100,,https://veritaspub.com/product/2005-08-serenity-august-2005/,ledger_user_input,ledger raw_row 100 proposed_year=2005 proposed_month=08
89,Serenity,lecture,Nonduality Intensive,2005,08,101,,https://veritaspub.com/product/2005-08-serenity-august-2005/,ledger_user_input,ledger raw_row 101 proposed_year=2005 proposed_month=08
90,Serenity,lecture,Nonduality Intensive,2005,08,102,,https://veritaspub.com/product/2005-08-serenity-august-2005/,ledger_user_input,ledger raw_row 102 proposed_year=2005 proposed_month=08
91,Transcending Obstacles,lecture,Nonduality Intensive,2005,09,103,,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,ledger_user_input,ledger raw_row 103 proposed_year=2005 proposed_month=09
92,Transcending Obstacles,lecture,Nonduality Intensive,2005,09,104,,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,ledger_user_input,ledger raw_row 104 proposed_year=2005 proposed_month=09
93,Transcending Obstacles,lecture,Nonduality Intensive,2005,09,105,,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,ledger_user_input,ledger raw_row 105 proposed_year=2005 proposed_month=09
94,Spiritual Traps,lecture,Nonduality Intensive,2005,10,106,,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,ledger_user_input,ledger raw_row 106 proposed_year=2005 proposed_month=10
95,Spiritual Traps,lecture,Nonduality Intensive,2005,10,107,,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,ledger_user_input,ledger raw_row 107 proposed_year=2005 proposed_month=10
96,Spiritual Traps,lecture,Nonduality Intensive,2005,10,108,,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,ledger_user_input,ledger raw_row 108 proposed_year=2005 proposed_month=10
97,Valid Teachers and Teachings,lecture,Nonduality Intensive,2005,11,109,,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,ledger_user_input,ledger raw_row 109 proposed_year=2005 proposed_month=11
98,Valid Teachers and Teachings,lecture,Nonduality Intensive,2005,11,110,,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,ledger_user_input,ledger raw_row 110 proposed_year=2005 proposed_month=11
99,Valid Teachers and Teachings,lecture,Nonduality Intensive,2005,11,111,,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,ledger_user_input,ledger raw_row 111 proposed_year=2005 proposed_month=11
100,"God, Religion, and Spirituality",lecture,Nonduality Intensive,2005,12,112,,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,ledger_user_input,ledger raw_row 112 proposed_year=2005 proposed_month=12
101,"God, Religion, and Spirituality",lecture,Nonduality Intensive,2005,12,113,,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,ledger_user_input,ledger raw_row 113 proposed_year=2005 proposed_month=12
102,"God, Religion, and Spirituality",lecture,Nonduality Intensive,2005,12,114,,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,ledger_user_input,ledger raw_row 114 proposed_year=2005 proposed_month=12
103,Experiential Reality,lecture,Transcending Levels of Consciousness,2006,02,116,,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,ledger_user_input,ledger raw_row 116 proposed_year=2006 proposed_month=02
104,Experiential Reality,lecture,Transcending Levels of Consciousness,2006,02,117,,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,ledger_user_input,ledger raw_row 117 proposed_year=2006 proposed_month=02
105,Experiential Reality,lecture,Transcending Levels of Consciousness,2006,02,118,,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,ledger_user_input,ledger raw_row 118 proposed_year=2006 proposed_month=02
106,Perception vs Essence,lecture,Transcending Levels of Consciousness,2006,04,119,,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,ledger_user_input,ledger raw_row 119 proposed_year=2006 proposed_month=04
107,Perception vs Essence,lecture,Transcending Levels of Consciousness,2006,04,120,,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,ledger_user_input,ledger raw_row 120 proposed_year=2006 proposed_month=04
108,Perception vs Essence,lecture,Transcending Levels of Consciousness,2006,04,121,,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,ledger_user_input,ledger raw_row 121 proposed_year=2006 proposed_month=04
109,Spiritual Truth vs. Spiritual Fantasy,lecture,Transcending Levels of Consciousness,2006,06,122,,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,ledger_user_input,ledger raw_row 122 proposed_year=2006 proposed_month=06
110,Spiritual Truth vs. Spiritual Fantasy,lecture,Transcending Levels of Consciousness,2006,06,123,,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,ledger_user_input,ledger raw_row 123 proposed_year=2006 proposed_month=06
111,Spiritual Truth vs. Spiritual Fantasy,lecture,Transcending Levels of Consciousness,2006,06,124,,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,ledger_user_input,ledger raw_row 124 proposed_year=2006 proposed_month=06
112,Reason vs Truth,lecture,Transcending Levels of Consciousness,2006,08,125,,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,ledger_user_input,ledger raw_row 125 proposed_year=2006 proposed_month=08
113,Reason vs Truth,lecture,Transcending Levels of Consciousness,2006,08,126,,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,ledger_user_input,ledger raw_row 126 proposed_year=2006 proposed_month=08
114,Reason vs Truth,lecture,Transcending Levels of Consciousness,2006,08,127,,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,ledger_user_input,ledger raw_row 127 proposed_year=2006 proposed_month=08
115,A Review of the Work,lecture,Transcending Levels of Consciousness,2006,09,128,,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,ledger_user_input,ledger raw_row 128 proposed_year=2006 proposed_month=09
116,A Review of the Work,lecture,Transcending Levels of Consciousness,2006,09,129,,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,ledger_user_input,ledger raw_row 129 proposed_year=2006 proposed_month=09
117,A Review of the Work,lecture,Transcending Levels of Consciousness,2006,09,130,,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,ledger_user_input,ledger raw_row 130 proposed_year=2006 proposed_month=09
118,Spiritual Practice and Daily Life,lecture,Transcending Levels of Consciousness,2006,10,131,,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,ledger_user_input,ledger raw_row 131 proposed_year=2006 proposed_month=10
119,Spiritual Practice and Daily Life,lecture,Transcending Levels of Consciousness,2006,10,132,,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,ledger_user_input,ledger raw_row 132 proposed_year=2006 proposed_month=10
120,Spiritual Practice and Daily Life,lecture,Transcending Levels of Consciousness,2006,10,133,,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,ledger_user_input,ledger raw_row 133 proposed_year=2006 proposed_month=10
121,Live Your Life Like a Prayer,lecture,Transcending Levels of Consciousness,2006,11,134,,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,ledger_user_input,ledger raw_row 134 proposed_year=2006 proposed_month=11
122,Live Your Life Like a Prayer,lecture,Transcending Levels of Consciousness,2006,11,135,,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,ledger_user_input,ledger raw_row 135 proposed_year=2006 proposed_month=11
123,Live Your Life Like a Prayer,lecture,Transcending Levels of Consciousness,2006,11,136,,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,ledger_user_input,ledger raw_row 136 proposed_year=2006 proposed_month=11
124,Is the Miraculous Real?,lecture,Transcending Levels of Consciousness,2006,12,137,,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,ledger_user_input,ledger raw_row 137 proposed_year=2006 proposed_month=12
125,Is the Miraculous Real?,lecture,Transcending Levels of Consciousness,2006,12,138,,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,ledger_user_input,ledger raw_row 138 proposed_year=2006 proposed_month=12
126,Is the Miraculous Real?,lecture,Transcending Levels of Consciousness,2006,12,139,,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,ledger_user_input,ledger raw_row 139 proposed_year=2006 proposed_month=12
127,God vs Science: Limits of the Mind,lecture,Spiritual Reality & Modern Man,2007,02,141,,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,ledger_user_input,ledger raw_row 141 proposed_year=2007 proposed_month=02
128,God vs Science: Limits of the Mind,lecture,Spiritual Reality & Modern Man,2007,02,142,,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,ledger_user_input,ledger raw_row 142 proposed_year=2007 proposed_month=02
129,God vs Science: Limits of the Mind,lecture,Spiritual Reality & Modern Man,2007,02,143,,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,ledger_user_input,ledger raw_row 143 proposed_year=2007 proposed_month=02
130,Relativism vs Reality,lecture,Spiritual Reality & Modern Man,2007,04,144,,https://veritaspub.com/product/2007-04-relativism-vs-reality-april-2007/,ledger_user_input,ledger raw_row 144 proposed_year=2007 proposed_month=
