relationship_id,master_uuid,raw_row_number,source_name,source_product_id,official_product_url,official_product_title,relationship_type,review_status,reviewed_on,evidence_url,evidence_note
rel-veritas-50592-019fc4e7-d1e5-7dcb-8f67-bbba98fd24e7,019fc4e7-d1e5-7dcb-8f67-bbba98fd24e7,31,veritas,50592,https://veritaspub.com/product/2002-09-devotion-the-way-to-god-through-the-heart-sept-2002/,Devotion: The Way to God Through the Heart (Sep 2002),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2002-09-devotion-the-way-to-god-through-the-heart-sept-2002/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50592-019fc4e7-d1e5-78ea-ba65-99b3c97db608,019fc4e7-d1e5-78ea-ba65-99b3c97db608,32,veritas,50592,https://veritaspub.com/product/2002-09-devotion-the-way-to-god-through-the-heart-sept-2002/,Devotion: The Way to God Through the Heart (Sep 2002),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2002-09-devotion-the-way-to-god-through-the-heart-sept-2002/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50592-019fc4e7-d1e5-76a2-b6e6-1ad38a9aea71,019fc4e7-d1e5-76a2-b6e6-1ad38a9aea71,33,veritas,50592,https://veritaspub.com/product/2002-09-devotion-the-way-to-god-through-the-heart-sept-2002/,Devotion: The Way to God Through the Heart (Sep 2002),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2002-09-devotion-the-way-to-god-through-the-heart-sept-2002/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50595-019fc4e7-d1e5-7ea9-9fb3-762ceba51701,019fc4e7-d1e5-7ea9-9fb3-762ceba51701,34,veritas,50595,https://veritaspub.com/product/2002-10-karma-and-the-afterlife-oct-2002-streaming/,Karma and the Afterlife (Oct 2002),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2002-10-karma-and-the-afterlife-oct-2002-streaming/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50595-019fc4e7-d1e5-7238-85e8-cb220be36bc0,019fc4e7-d1e5-7238-85e8-cb220be36bc0,35,veritas,50595,https://veritaspub.com/product/2002-10-karma-and-the-afterlife-oct-2002-streaming/,Karma and the Afterlife (Oct 2002),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2002-10-karma-and-the-afterlife-oct-2002-streaming/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50595-019fc4e7-d1e5-78a8-85a3-337483fe8006,019fc4e7-d1e5-78a8-85a3-337483fe8006,36,veritas,50595,https://veritaspub.com/product/2002-10-karma-and-the-afterlife-oct-2002-streaming/,Karma and the Afterlife (Oct 2002),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2002-10-karma-and-the-afterlife-oct-2002-streaming/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50598-019fc4e7-d1e5-7de1-b9b6-6001526eb0bb,019fc4e7-d1e5-7de1-b9b6-6001526eb0bb,37,veritas,50598,https://veritaspub.com/product/2002-11-god-transcendent-and-immanent-nov-2002/,God: Transcendent and Immanent (Nov 2002),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2002-11-god-transcendent-and-immanent-nov-2002/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50598-019fc4e7-d1e5-7093-ab17-ef8488838dfb,019fc4e7-d1e5-7093-ab17-ef8488838dfb,38,veritas,50598,https://veritaspub.com/product/2002-11-god-transcendent-and-immanent-nov-2002/,God: Transcendent and Immanent (Nov 2002),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2002-11-god-transcendent-and-immanent-nov-2002/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50598-019fc4e7-d1e5-7342-b04c-0646535333a4,019fc4e7-d1e5-7342-b04c-0646535333a4,39,veritas,50598,https://veritaspub.com/product/2002-11-god-transcendent-and-immanent-nov-2002/,God: Transcendent and Immanent (Nov 2002),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2002-11-god-transcendent-and-immanent-nov-2002/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50601-019fc4e7-d1e5-70c8-9564-3f10fafa2ff2,019fc4e7-d1e5-70c8-9564-3f10fafa2ff2,40,veritas,50601,https://veritaspub.com/product/2002-12-realization-of-the-self-the-final-moments-dec-2002/,Realization of the Self: The Final Moments (Dec 2002),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2002-12-realization-of-the-self-the-final-moments-dec-2002/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50601-019fc4e7-d1e5-7ed6-a60e-08b33135fd62,019fc4e7-d1e5-7ed6-a60e-08b33135fd62,41,veritas,50601,https://veritaspub.com/product/2002-12-realization-of-the-self-the-final-moments-dec-2002/,Realization of the Self: The Final Moments (Dec 2002),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2002-12-realization-of-the-self-the-final-moments-dec-2002/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50601-019fc4e7-d1e5-7447-b5a2-44e104e267c4,019fc4e7-d1e5-7447-b5a2-44e104e267c4,42,veritas,50601,https://veritaspub.com/product/2002-12-realization-of-the-self-the-final-moments-dec-2002/,Realization of the Self: The Final Moments (Dec 2002),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2002-12-realization-of-the-self-the-final-moments-dec-2002/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50614-019fc4e7-d1e5-74b3-ad19-fa134cfc279d,019fc4e7-d1e5-74b3-ad19-fa134cfc279d,46,veritas,50614,https://veritaspub.com/product/2003-02-integration-of-spirituality-and-personal-life-feb-2003/,Integration of Spirituality and Personal Life (Feb 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-02-integration-of-spirituality-and-personal-life-feb-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50614-019fc4e7-d1e5-7062-a6e6-9d7aefa8b99a,019fc4e7-d1e5-7062-a6e6-9d7aefa8b99a,47,veritas,50614,https://veritaspub.com/product/2003-02-integration-of-spirituality-and-personal-life-feb-2003/,Integration of Spirituality and Personal Life (Feb 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-02-integration-of-spirituality-and-personal-life-feb-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50614-019fc4e7-d1e5-726d-a682-1e44aea620c6,019fc4e7-d1e5-726d-a682-1e44aea620c6,48,veritas,50614,https://veritaspub.com/product/2003-02-integration-of-spirituality-and-personal-life-feb-2003/,Integration of Spirituality and Personal Life (Feb 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-02-integration-of-spirituality-and-personal-life-feb-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50607-019fc4e7-d1e5-7b17-ba24-bfa0e1aa5951,019fc4e7-d1e5-7b17-ba24-bfa0e1aa5951,49,veritas,50607,https://veritaspub.com/product/2003-04-spirituality-and-the-world-april-2003/,Spirituality and the World (Apr 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-04-spirituality-and-the-world-april-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50607-019fc4e7-d1e5-7af5-94bd-847518e6cb36,019fc4e7-d1e5-7af5-94bd-847518e6cb36,50,veritas,50607,https://veritaspub.com/product/2003-04-spirituality-and-the-world-april-2003/,Spirituality and the World (Apr 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-04-spirituality-and-the-world-april-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50607-019fc4e7-d1e5-7816-a4c4-6087217859d0,019fc4e7-d1e5-7816-a4c4-6087217859d0,51,veritas,50607,https://veritaspub.com/product/2003-04-spirituality-and-the-world-april-2003/,Spirituality and the World (Apr 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-04-spirituality-and-the-world-april-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50610-019fc4e7-d1e5-7a84-ad76-a33c7f7d0114,019fc4e7-d1e5-7a84-ad76-a33c7f7d0114,52,veritas,50610,https://veritaspub.com/product/2003-06-spiritual-community-june-2003/,Spiritual Community (Jun 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-06-spiritual-community-june-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50610-019fc4e7-d1e5-79df-a981-44438760845f,019fc4e7-d1e5-79df-a981-44438760845f,53,veritas,50610,https://veritaspub.com/product/2003-06-spiritual-community-june-2003/,Spiritual Community (Jun 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-06-spiritual-community-june-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50610-019fc4e7-d1e5-73bf-9a53-9ceeec940f98,019fc4e7-d1e5-73bf-9a53-9ceeec940f98,54,veritas,50610,https://veritaspub.com/product/2003-06-spiritual-community-june-2003/,Spiritual Community (Jun 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-06-spiritual-community-june-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50891-019fc4e7-d1e5-7d39-9e72-194f4f499ada,019fc4e7-d1e5-7d39-9e72-194f4f499ada,55,veritas,50891,https://veritaspub.com/product/2003-08-enlightenment-august-2003/,Enlightenment (Aug 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-08-enlightenment-august-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50891-019fc4e7-d1e5-78b5-bdea-f55ce0dda8ef,019fc4e7-d1e5-78b5-bdea-f55ce0dda8ef,56,veritas,50891,https://veritaspub.com/product/2003-08-enlightenment-august-2003/,Enlightenment (Aug 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-08-enlightenment-august-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50891-019fc4e7-d1e5-704c-9ba3-0d73900ac4ba,019fc4e7-d1e5-704c-9ba3-0d73900ac4ba,57,veritas,50891,https://veritaspub.com/product/2003-08-enlightenment-august-2003/,Enlightenment (Aug 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-08-enlightenment-august-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50617-019fc4e7-d1e5-72a2-813a-012b251eaef9,019fc4e7-d1e5-72a2-813a-012b251eaef9,58,veritas,50617,https://veritaspub.com/product/2003-11-realization-of-the-self-as-the-i-nov-2003/,Realization of the Self as the ‘I’ (Nov 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-11-realization-of-the-self-as-the-i-nov-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50617-019fc4e7-d1e5-7c4e-9dc6-afaaf658692a,019fc4e7-d1e5-7c4e-9dc6-afaaf658692a,59,veritas,50617,https://veritaspub.com/product/2003-11-realization-of-the-self-as-the-i-nov-2003/,Realization of the Self as the ‘I’ (Nov 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-11-realization-of-the-self-as-the-i-nov-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50617-019fc4e7-d1e5-7ba0-9502-388b6a479333,019fc4e7-d1e5-7ba0-9502-388b6a479333,60,veritas,50617,https://veritaspub.com/product/2003-11-realization-of-the-self-as-the-i-nov-2003/,Realization of the Self as the ‘I’ (Nov 2003),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2003-11-realization-of-the-self-as-the-i-nov-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50620-019fc4e7-d1e5-727e-a6f1-340065577ba0,019fc4e7-d1e5-727e-a6f1-340065577ba0,61,veritas,50620,https://veritaspub.com/product/dialogue-questions-and-answers-dec-2003/,"Dialogue, Questions, and Answers (Dec 2003)",primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/dialogue-questions-and-answers-dec-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50620-019fc4e7-d1e5-7b56-8a9b-91720e48811a,019fc4e7-d1e5-7b56-8a9b-91720e48811a,62,veritas,50620,https://veritaspub.com/product/dialogue-questions-and-answers-dec-2003/,"Dialogue, Questions, and Answers (Dec 2003)",primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/dialogue-questions-and-answers-dec-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50620-019fc4e7-d1e5-70f5-9116-97a4b5484e97,019fc4e7-d1e5-70f5-9116-97a4b5484e97,63,veritas,50620,https://veritaspub.com/product/dialogue-questions-and-answers-dec-2003/,"Dialogue, Questions, and Answers (Dec 2003)",primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/dialogue-questions-and-answers-dec-2003/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50623-019fc4e7-d1e5-7912-b5a3-bf6b31b86ba9,019fc4e7-d1e5-7912-b5a3-bf6b31b86ba9,66,veritas,50623,https://veritaspub.com/product/2004-02-thought-and-ideation-feb-2004/,Thought and Ideation (Feb 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-02-thought-and-ideation-feb-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50623-019fc4e7-d1e5-78e0-ad68-0285fa54083e,019fc4e7-d1e5-78e0-ad68-0285fa54083e,67,veritas,50623,https://veritaspub.com/product/2004-02-thought-and-ideation-feb-2004/,Thought and Ideation (Feb 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-02-thought-and-ideation-feb-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50623-019fc4e7-d1e5-7ca1-8efc-bbdad946de56,019fc4e7-d1e5-7ca1-8efc-bbdad946de56,68,veritas,50623,https://veritaspub.com/product/2004-02-thought-and-ideation-feb-2004/,Thought and Ideation (Feb 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-02-thought-and-ideation-feb-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50628-019fc4e7-d1e5-745d-9862-dfdb5b69cbf5,019fc4e7-d1e5-745d-9862-dfdb5b69cbf5,69,veritas,50628,https://veritaspub.com/product/2004-04-emotions-and-sensations-april-2004/,Emotions and Sensations (Apr 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-04-emotions-and-sensations-april-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50628-019fc4e7-d1e5-7554-83f9-2f39aeed4a45,019fc4e7-d1e5-7554-83f9-2f39aeed4a45,70,veritas,50628,https://veritaspub.com/product/2004-04-emotions-and-sensations-april-2004/,Emotions and Sensations (Apr 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-04-emotions-and-sensations-april-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50628-019fc4e7-d1e5-75cc-8936-b02b133d80ec,019fc4e7-d1e5-75cc-8936-b02b133d80ec,71,veritas,50628,https://veritaspub.com/product/2004-04-emotions-and-sensations-april-2004/,Emotions and Sensations (Apr 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-04-emotions-and-sensations-april-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50631-019fc4e7-d1e5-700e-a555-a695e12a6b8c,019fc4e7-d1e5-700e-a555-a695e12a6b8c,72,veritas,50631,https://veritaspub.com/product/2004-06-perception-and-positionality-june-2004/,Perception and Positionality (Jun 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-06-perception-and-positionality-june-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50631-019fc4e7-d1e5-7132-8506-7f56ee4f41cc,019fc4e7-d1e5-7132-8506-7f56ee4f41cc,73,veritas,50631,https://veritaspub.com/product/2004-06-perception-and-positionality-june-2004/,Perception and Positionality (Jun 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-06-perception-and-positionality-june-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50631-019fc4e7-d1e5-7748-a426-f8f315181ac5,019fc4e7-d1e5-7748-a426-f8f315181ac5,74,veritas,50631,https://veritaspub.com/product/2004-06-perception-and-positionality-june-2004/,Perception and Positionality (Jun 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-06-perception-and-positionality-june-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50634-019fc4e7-d1e5-7afa-ab15-506c8ac9a7e7,019fc4e7-d1e5-7afa-ab15-506c8ac9a7e7,75,veritas,50634,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,Identification and Illusion (Aug 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50634-019fc4e7-d1e5-7f10-9e92-72500ab3a6e0,019fc4e7-d1e5-7f10-9e92-72500ab3a6e0,76,veritas,50634,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,Identification and Illusion (Aug 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50634-019fc4e7-d1e5-7b6e-8fc6-f5277e8d456f,019fc4e7-d1e5-7b6e-8fc6-f5277e8d456f,77,veritas,50634,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,Identification and Illusion (Aug 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,Master primary Veritas URL matches the official product inventory.
